datetime,open,high,low,close,Volume,VWAP
2024-06-25,1293.7,1293.9,1280.1,1286.5,10674,1289.3815626756605
2024-06-26,1288.7,1291.8,1275.0,1289.2,11217,1285.3150931621647
2024-06-27,1285.1,1291.7,1280.8,1289.8,10972,1284.9708530805688
2024-06-28,1291.0,1292.8,1272.5,1277.7,10609,1287.4187953624282
2024-07-01,1277.7,1285.6,1271.7,1284.1,11299,1276.279546862554
2024-07-02,1284.4,1299.0,1283.6,1296.8,10940,1291.6789670932358
2024-07-03,1297.3,1309.5,1294.5,1305.5,9645,1299.737490927942
2024-07-04,1306.3,1313.1,1303.5,1307.8,10465,1308.7389010989011
2024-07-05,1308.7,1316.2,1307.5,1316.2,9737,1310.3965081647325
2024-07-08,1317.3,1317.9,1305.6,1312.9,11285,1310.7284802835622
2024-07-09,1316.2,1321.9,1304.5,1319.4,10310,1312.3988942774006
2024-07-10,1319.5,1321.9,1310.0,1311.3,9953,1317.6142771023813
2024-07-11,1315.6,1317.8,1306.0,1306.7,9805,1313.8304538500765
2024-07-12,1305.6,1310.0,1298.2,1299.7,10289,1305.7643405578774
2024-07-15,1302.4,1305.6,1292.8,1296.7,8245,1301.253632504548
2024-07-16,1301.8,1308.7,1299.2,1301.8,9568,1304.6500836120401
2024-07-17,1307.9,1321.8,1294.7,1296.9,9648,1307.0514199834163
2024-07-18,1303.1,1305.0,1287.9,1297.8,9535,1298.4739800734137
2024-07-19,1304.6,1311.2,1295.3,1302.3,9917,1304.2283755167894
2024-07-22,1293.0,1304.4,1291.7,1298.9,11941,1296.6006699606398
2024-07-23,1301.8,1303.7,1280.1,1287.5,9678,1299.276462078942
2024-07-24,1283.3,1287.3,1273.4,1284.5,10626,1280.974016563147
2024-07-25,1276.9,1278.9,1270.7,1274.2,10755,1274.4062017666201
2024-07-26,1278.7,1283.5,1276.8,1283.5,9658,1278.9886415406918
2024-07-29,1290.0,1294.7,1288.4,1289.4,9195,1292.192474170745
2024-07-30,1286.0,1292.4,1284.2,1290.5,8720,1287.2225917431192
2024-07-31,1291.6,1302.7,1291.1,1297.5,10595,1297.9830863614914
2024-08-01,1305.5,1306.2,1271.0,1277.6,10435,1296.6961571633924
2024-08-02,1266.2,1277.5,1256.3,1276.3,11700,1263.9817094017094
2024-08-05,1256.8,1262.8,1227.3,1232.4,14008,1250.712093089663
2024-08-06,1244.0,1255.5,1237.2,1252.8,8964,1245.3261490406069
2024-08-07,1252.5,1255.5,1245.7,1250.6,10011,1250.6887723504146
2024-08-08,1248.4,1251.1,1237.4,1241.9,9803,1245.6425890033663
2024-08-09,1248.4,1266.2,1247.7,1263.4,10083,1253.562570663493
2024-08-12,1262.8,1270.4,1258.7,1269.3,11131,1263.1364297906746
2024-08-13,1269.2,1270.0,1262.7,1268.1,9564,1267.134410288582
2024-08-14,1271.0,1273.6,1268.2,1271.2,9814,1270.9724271448952
2024-08-15,1268.7,1269.7,1263.4,1268.2,7874,1268.0306197612394
2024-08-16,1271.5,1289.9,1268.2,1288.3,10382,1278.145492198035
2024-08-19,1288.9,1300.6,1288.3,1298.2,11372,1295.7586000703484
2024-08-20,1300.8,1308.8,1298.3,1302.6,10748,1303.1530238183848
2024-08-21,1301.2,1314.5,1297.4,1313.5,10311,1302.6189700320047
2024-08-22,1312.5,1316.7,1310.3,1313.5,10513,1313.6429373157043
2024-08-23,1311.8,1318.7,1310.1,1317.5,10368,1313.3562982253086
2024-08-26,1320.4,1323.1,1316.2,1317.1,10953,1319.9620377978636
2024-08-27,1316.5,1323.7,1315.2,1322.2,8784,1317.8553051001822
2024-08-28,1320.9,1324.6,1317.0,1323.3,9685,1321.5602478058854
2024-08-29,1320.6,1330.1,1320.6,1327.5,9826,1327.0825971911256
2024-08-30,1328.4,1334.9,1328.0,1332.3,7961,1331.3839090566512
2024-09-04,1320.4,1321.5,1307.3,1313.1,10651,1312.3604168622664
2024-09-05,1316.4,1318.6,1305.2,1307.0,8186,1314.9289396530662
2024-09-06,1307.1,1311.2,1305.6,1309.1,9330,1308.724448017149
2024-09-09,1299.2,1308.9,1298.6,1306.8,8831,1303.777850753029
2024-09-10,1310.9,1313.6,1289.4,1293.2,10272,1305.9358158099687
2024-09-11,1293.7,1297.3,1286.6,1292.8,11713,1290.9367711090242
2024-09-12,1300.3,1303.1,1297.9,1299.6,9238,1300.1280904957785
2024-09-13,1299.8,1300.1,1291.4,1295.2,10539,1295.6874845810798
2024-09-16,1296.9,1297.4,1282.7,1283.8,10396,1291.925577145056
2024-09-17,1282.9,1301.1,1282.3,1300.4,10163,1286.036977270491
2024-09-18,1305.1,1318.5,1303.2,1312.1,10960,1310.3710857664232
2024-09-19,1314.1,1320.0,1312.6,1317.0,8099,1315.5826768736881
2024-09-20,1329.1,1338.3,1327.7,1332.2,9166,1334.269899629064
2024-09-23,1331.3,1332.4,1324.8,1326.0,8323,1328.547362729785
2024-09-24,1325.9,1335.0,1322.2,1334.4,8504,1326.728351364064
2024-09-25,1337.3,1349.9,1337.1,1344.2,10422,1343.454567261562
2024-09-26,1345.6,1366.5,1345.3,1358.7,10665,1355.3117205813408
2024-09-27,1358.1,1363.5,1350.9,1355.6,11574,1357.7786763435286
2024-09-30,1352.1,1356.3,1349.9,1356.2,9817,1353.4916165834775
2024-10-01,1361.5,1374.4,1361.2,1364.5,9922,1368.2226164079823
2024-10-02,1354.0,1361.3,1351.8,1358.1,8956,1356.6584189370255
2024-10-03,1360.2,1376.7,1350.1,1355.9,10291,1365.8305509668642
2024-10-04,1351.7,1352.4,1343.5,1344.0,10100,1349.0924950495048
2024-10-07,1347.6,1349.4,1332.0,1335.4,10833,1342.7310994184436
2024-10-08,1340.0,1349.3,1336.7,1341.8,10417,1341.392829029471
2024-10-09,1344.2,1358.2,1342.4,1354.8,9333,1349.2034179792136
2024-10-10,1362.8,1373.4,1362.8,1365.1,10012,1368.3960147822613
2024-10-11,1365.9,1368.0,1358.5,1364.4,10059,1364.2514365245054
2024-10-14,1375.6,1376.8,1358.6,1361.2,11046,1367.6575049791782
2024-10-15,1361.1,1369.6,1354.9,1358.7,10688,1362.8632204341318
2024-10-16,1355.1,1359.4,1352.3,1356.5,10061,1355.3187655302654
2024-10-17,1358.1,1361.0,1347.4,1358.5,8778,1354.1007974481658
2024-10-18,1374.5,1377.9,1363.8,1368.2,11033,1371.5815281428443
2024-10-21,1364.2,1369.9,1362.5,1364.0,10598,1365.6761936214382
2024-10-22,1359.9,1363.3,1350.0,1353.2,10242,1360.3162858816638
2024-10-23,1352.9,1355.4,1345.1,1352.7,10220,1350.6133953033268
2024-10-24,1352.5,1354.1,1336.1,1337.0,9710,1349.132533470649
2024-10-25,1338.4,1339.7,1327.0,1329.4,11932,1335.7551709688232
2024-10-28,1328.1,1332.3,1327.2,1331.2,8944,1329.5584637745976
2024-10-29,1334.9,1341.0,1334.6,1338.2,9755,1337.4860174269604
2024-10-30,1341.3,1342.7,1331.5,1336.0,10390,1337.0969971126083
2024-10-31,1339.2,1347.8,1333.7,1342.8,9323,1338.781947870857
2024-11-01,1340.4,1340.4,1326.6,1329.2,9870,1335.9834447821681
2024-11-04,1332.7,1332.7,1317.1,1319.8,11811,1323.5507069680807
2024-11-05,1319.3,1323.9,1317.4,1320.1,9682,1319.6680644494938
2024-11-06,1324.6,1340.3,1324.1,1339.6,10010,1329.0316083916084
2024-11-07,1341.8,1343.5,1333.8,1334.3,10191,1338.4863016387008
2024-11-08,1337.6,1340.3,1318.3,1323.8,10750,1331.378846511628
2024-11-11,1323.6,1323.6,1306.1,1317.7,12306,1313.4340078010728
2024-11-12,1321.0,1323.5,1302.7,1308.7,10388,1314.8732576049288
2024-11-13,1305.7,1313.1,1298.2,1313.1,12032,1304.8233626994681
2024-11-14,1306.4,1309.9,1293.1,1295.3,11305,1303.4956390977443
2024-11-15,1292.2,1292.4,1277.5,1280.4,11721,1284.2974490231209
2024-11-18,1271.8,1280.3,1261.8,1274.5,11556,1268.95822083766
2024-11-19,1272.5,1274.8,1262.8,1263.0,12377,1267.3867253777166
2024-11-20,1260.8,1279.8,1253.5,1267.4,10465,1265.2761681796464
2024-11-21,1267.6,1283.4,1264.6,1281.1,9222,1271.012481023639
2024-11-22,1294.0,1301.8,1291.3,1294.8,8203,1295.8431061806657
2024-11-25,1298.6,1300.9,1294.3,1296.9,11080,1297.4262003610108
2024-11-26,1296.3,1311.8,1296.1,1309.1,10861,1307.1264064082497
2024-11-27,1307.0,1309.0,1304.2,1307.4,8958,1306.816108506363
2024-11-28,1310.0,1318.7,1305.2,1307.9,9973,1312.5896520605636
2024-11-29,1305.5,1318.5,1304.4,1317.3,9971,1310.300661919567
2024-12-02,1322.6,1323.6,1309.3,1312.4,9611,1316.0806159608783
2024-12-03,1315.1,1318.3,1305.4,1313.7,9947,1312.6212224791395
2024-12-04,1312.8,1312.8,1302.8,1305.4,10345,1307.3690671822137
2024-12-05,1303.9,1345.3,1302.2,1341.6,11308,1312.9921294658648
2024-12-06,1343.0,1348.9,1340.8,1342.0,10693,1344.1442532497895
2024-12-09,1341.9,1351.3,1336.0,1341.8,9900,1340.446222222222
2024-12-10,1339.6,1345.5,1337.0,1341.5,9990,1341.3259359359358
2024-12-11,1342.0,1347.7,1333.2,1338.5,10262,1343.1967160397583
2024-12-12,1341.4,1351.4,1337.1,1340.2,10291,1344.9761053347586
2024-12-13,1335.9,1339.1,1330.1,1336.5,9227,1335.1204616885227
2024-12-16,1332.9,1338.3,1327.6,1336.0,10505,1334.074307472632
2024-12-17,1336.0,1336.3,1326.5,1329.3,9031,1331.431879083158
2024-12-18,1329.1,1335.0,1328.9,1333.1,9321,1331.263759253299
2024-12-19,1316.2,1322.0,1311.7,1312.5,4753,1318.4385861561118
2024-12-20,1316.1,1320.8,1314.5,1320.1,8602,1317.4370378981632
2024-12-23,1325.8,1331.2,1325.8,1329.6,8780,1328.5898519362188
2024-12-24,1326.4,1328.4,1321.7,1327.3,9100,1324.4023846153846
2024-12-25,1333.5,1355.6,1332.0,1350.7,10496,1345.0295731707317
2024-12-26,1351.0,1351.1,1347.2,1348.5,10117,1349.3879015518435
2024-12-27,1352.4,1357.5,1351.8,1355.6,8606,1353.682000929584
