datetime,tickersymbol,price,volume
2025-01-02 10:01:53.383439,VN30F2501,1347.6,20
2025-01-02 10:02:03.791286,VN30F2501,1347.9,1
2025-01-02 10:02:13.159358,VN30F2501,1347.9,4
2025-01-02 10:02:23.180750,VN30F2501,1347.9,1
2025-01-02 10:02:49.056233,VN30F2501,1348.0,1
2025-01-02 10:02:55.172827,VN30F2501,1348.1,5
2025-01-02 10:03:11.477297,VN30F2501,1348.1,2
2025-01-02 10:03:15.565948,VN30F2501,1348.2,12
2025-01-02 10:03:21.676562,VN30F2501,1348.0,7
2025-01-02 10:03:25.948544,VN30F2501,1348.3,1
2025-01-02 10:03:32.901862,VN30F2501,1348.2,1
2025-01-02 10:03:47.195675,VN30F2501,1348.1,10
2025-01-02 10:04:03.754822,VN30F2501,1348.0,5
2025-01-02 10:04:07.990313,VN30F2501,1348.1,1
2025-01-02 10:04:13.083255,VN30F2501,1348.2,5
2025-01-02 10:04:17.166781,VN30F2501,1348.1,2
2025-01-02 10:04:29.237107,VN30F2501,1348.0,1
2025-01-02 10:04:41.860747,VN30F2501,1348.1,5
2025-01-02 10:04:45.735330,VN30F2501,1348.0,2
2025-01-02 10:04:53.091181,VN30F2501,1348.1,1
2025-01-02 10:05:03.078909,VN30F2501,1348.2,1
2025-01-02 10:05:07.358493,VN30F2501,1348.3,20
2025-01-02 10:05:47.531558,VN30F2501,1348.0,5
2025-01-02 10:05:53.634874,VN30F2501,1347.9,1
2025-01-02 10:05:58.727523,VN30F2501,1348.0,10
2025-01-02 10:06:02.835469,VN30F2501,1347.9,1
2025-01-02 10:06:13.029629,VN30F2501,1348.0,25
2025-01-02 10:06:53.184467,VN30F2501,1347.9,8
2025-01-02 10:06:57.261778,VN30F2501,1348.0,1
2025-01-02 10:07:09.708364,VN30F2501,1347.9,20
2025-01-02 10:07:14.817005,VN30F2501,1348.0,9
2025-01-02 10:07:25.403988,VN30F2501,1347.9,20
2025-01-02 10:07:31.315007,VN30F2501,1348.0,1
2025-01-02 10:07:33.359078,VN30F2501,1347.9,2
